Hotel Name,City Name,,,
,,,,
Qik Stay @ Metropolitian,Delhi,https://www.tripadvisor.in/Hotel_Review-g304551-d301910-Reviews-The_Metropolitan_Hotel_Spa_New_Delhi-New_Delhi_National_Capital_Territory_of_Delhi.html,,
Qik Stay @ Maridian Plaza ,Delhi,https://www.tripadvisor.in/Hotel_Review-g304551-d1637855-Reviews-Hotel_Meridian_Plaza-New_Delhi_National_Capital_Territory_of_Delhi.html,,
Qik Stay @ HHI Varansi,Varansi,https://www.tripadvisor.in/Hotel_Review-g297685-d601656-Reviews-Hotel_Hindusthan_International_Varanasi-Varanasi_Uttar_Pradesh.html,,
Qik Stay @ Bridge Regency,Shimla,https://www.tripadvisor.in/Hotel_Review-g304552-d1009197-Reviews-Bridge_View_Regency-Shimla_Himachal_Pradesh.html,,
Qik Stay @ Randhava International,Amritsar,https://www.tripadvisor.in/Hotel_Review-g303884-d1404822-Reviews-Hotel_Randhawa_International-Amritsar_Punjab.html,,
Qik Stay @ The High Walls,Mussorrie,https://www.tripadvisor.in/Hotel_Review-g297689-d8291805-Reviews-The_High_Walls-Mussoorie_Uttarakhand.html,,
Qik Stay @ Mile Stone 251,Jaipur,https://www.tripadvisor.in/Hotel_Review-g304555-d2407392-Reviews-Milestone_251-Jaipur_Rajasthan.html,,
Qik Stay @ Avalon Taj,Agra,https://www.tripadvisor.in/Hotel_Review-g297683-d7196376-Reviews-Hotel_Avalon_Taj_and_Zo_Rooms-Agra_Uttar_Pradesh.html,,
Qik Stay @ Avion International,Mumbai,https://www.tripadvisor.in/Hotel_Review-g304554-d644002-Reviews-Avion_Hotel-Mumbai_Bombay_Maharashtra.html,,
Qik Stay @ The President,Bengaluru,https://www.tripadvisor.in/Hotel_Review-g297628-d677989-Reviews-The_President_Hotel-Bengaluru_Bangalore_Karnataka.html,,
Qik Stay @ Shrusti Comforts,Bengaluru,https://www.tripadvisor.in/Hotel_Review-g297628-d2201180-Reviews-Shrusti_Comfort-Bengaluru_Bangalore_Karnataka.html,,
Qik Stay @ Dreamland,Chandigarh,https://www.tripadvisor.in/Hotel_Review-g3592214-d6499106-Reviews-Hotel_Dreamland_Chandigarh-Manimajra_Chandigarh.html,,
Qik Stay @ Turquoise,Chandigarh,https://www.tripadvisor.in/Hotel_Review-g297596-d5031080-Reviews-Hotel_Turquoise_Chandigarh-Chandigarh.html,,
Qik Stay @ Village Line in Resort,Chail,https://www.tripadvisor.in/Hotel_Review-g777777-d4272023-Reviews-Village_Live_In_Resort-Chail_Himachal_Pradesh.html,,
Qik Stay @ Royal Villas,Bhopal,https://www.tripadvisor.in/Hotel_Review-g319726-d3694098-Reviews-Hotel_Royal_Villas-Bhopal_Madhya_Pradesh.html,,
Qik Stay @ Vestin Park,Chennai,https://www.tripadvisor.in/Hotel_Review-g304556-d734798-Reviews-Vestin_Park-Chennai_Madras_Tamil_Nadu.html,,
Qik Stay @ Park Inn,Kolkata,https://www.tripadvisor.in/Hotel_Review-g304558-d609575-Reviews-Hotel_Park_Inn-Kolkata_Calcutta_West_Bengal.html,,
Qik Stay @ Victerrace International,Kolkata,https://www.tripadvisor.in/Hotel_Review-g304558-d734961-Reviews-Hotel_Victerrace_International-Kolkata_Calcutta_West_Bengal.html,,
Qik Stay @ Pong View,Dharamshala,https://www.tripadvisor.in/Hotel_Review-g319724-d1157949-Reviews-Pong_View_Hotel-Dharamsala_Himachal_Pradesh.html,,
Qik Stay @ Marina Daurada,Goa,https://www.tripadvisor.in/Hotel_Review-g312680-d528422-Reviews-Resorte_Marinha_Dourada-Arpora_Goa.html,,
 Qik Stay @Goveia Holiday,Goa,https://www.tripadvisor.in/Hotel_Review-g297605-d1156233-Reviews-Goveia_Holiday_Homes-Candolim_Bardez_Goa.html,,
Qik Stay @ M Hotel,Mcleaodganj,https://www.tripadvisor.in/Hotel_Review-g1092107-d3175522-Reviews-M_Hotel_Restaurant-McLeod_Ganj_Dharamsala_Himachal_Pradesh.html,,
Qik Stay @ Rudra Plaza,Dwarka,https://www.tripadvisor.in/Hotel_Review-g660182-d3965815-Reviews-Hotel_Rudra_Plaza-Dwarka_Gujarat.html,,
Qik Stay @ Manor Backwater Resort,Kumarkom,https://www.tripadvisor.in/Hotel_Review-g678552-d1587400-Reviews-Manor_Backwater_Resort-Kumarakom_Kerala.html,,
Qik Stay @ Saubhagya Inn,Lucknow,https://www.tripadvisor.in/Hotel_Review-g297684-d3228708-Reviews-Saubhagya_Inn-Lucknow_Uttar_Pradesh.html,,
Qik Stay @ NRS Royal Recreation,Hyderabad,,,
Qik Stay @ Valerian,Manali,https://www.tripadvisor.in/Hotel_Review-g297618-d7076667-Reviews-Hotel_The_Valerian-Manali_Himachal_Pradesh.html,,
Qik Stay @ Nishita Resort,Manali,https://www.tripadvisor.in/Hotel_Review-g297618-d1585579-Reviews-Nishita_Resorts-Manali_Himachal_Pradesh.html,,
Qik Stay @ Travellers Inn,Mumbai,https://www.tripadvisor.in/Hotel_Review-g304554-d1135603-Reviews-Hotel_Travellers_Inn-Mumbai_Bombay_Maharashtra.html,,
Qik Stay @ Leisure Inn,Munnar,https://www.tripadvisor.in/Hotel_Review-g303881-d1404593-Reviews-Le_Celestium-Munnar_Kerala.html,,
Qik Stay @ Cozy Tree Rooms,Noida,https://www.tripadvisor.in/Hotel_Review-g644043-d9756184-Reviews-Cosy_Tree-Noida_Uttar_Pradesh.html,,
Qik Stay @ Sara Villas,Mandawa,https://www.tripadvisor.in/Hotel_Review-g1162333-d1158201-Reviews-Sara_Vilas_Hotel-Mandawa_Rajasthan.html,,
Qik Stay @ Sahara,Pune,https://www.tripadvisor.in/Hotel_Review-g297654-d1965724-Reviews-Sahara_Hotel-Pune_Maharashtra.html,,
Qik Stay @ Savera,Patna,https://www.tripadvisor.in/Hotel_Review-g297592-d8444088-Reviews-Savera_Business_Luxury_Hotel-Patna_Bihar.html,,
Qik Stay @ Amaris,Rishikesh,https://www.tripadvisor.in/Hotel_Review-g580106-d2306397-Reviews-Hotel_The_Amaris-Rishikesh_Uttarakhand.html,,
Qik Stay @ Divine Resort & Spa,Rishikesh,https://www.tripadvisor.in/Hotel_Review-g580106-d1149843-Reviews-Divine_Resort-Rishikesh_Uttarakhand.html,,
